c,c_list_length,length_mismatches,non-monotonic,internal_zeros,last_exp_too_large,b_attempts,a_attempts,smaller_rejects,PF-slope
675,122,1,1,0,0,2,0,0,502
676,122,0,0,0,1,1,0,0,504
677,123,1,0,0,0,1,0,0,504
678,123,1,0,0,0,1,0,0,505
679,123,1,0,1,0,2,0,0,505
680,123,1,0,2,0,3,0,0,507
681,123,1,0,3,0,4,0,0,507
682,123,1,0,4,0,5,0,0,508
683,124,1,0,0,0,1,0,0,508
684,124,1,0,0,0,1,0,0,510
685,124,1,0,1,0,2,0,0,509
686,124,1,1,1,0,3,0,0,510
687,124,1,2,1,0,4,0,0,510
688,124,1,2,2,0,5,0,0,514
689,124,1,2,3,0,6,0,0,514
690,124,1,3,3,0,7,0,0,514
691,125,1,0,0,0,1,0,0,514
692,125,1,0,0,0,1,0,0,516
693,125,1,0,1,0,2,0,0,516
694,125,1,1,1,0,3,0,0,517
695,125,1,1,2,0,4,0,0,516
696,125,1,0,4,0,5,0,0,519
697,125,1,0,5,0,6,0,0,519
698,125,1,0,6,0,7,0,0,520
699,125,1,0,7,0,8,0,0,520
700,125,1,5,3,0,9,0,0,520
701,126,1,0,0,0,1,0,0,520
702,126,1,0,0,0,1,0,0,521
703,126,1,1,0,0,2,0,0,521
704,126,1,0,2,0,3,0,0,527
705,126,1,0,3,0,4,0,0,526
706,126,1,0,4,0,5,0,0,527
707,126,1,0,5,0,6,0,0,527
708,126,1,0,6,0,7,0,0,529
709,127,1,0,0,0,1,0,0,529
710,127,1,0,0,0,1,0,0,529
711,127,1,1,0,0,2,0,0,529
712,127,1,0,2,0,3,0,0,532
713,127,1,0,3,0,4,0,0,532
714,127,1,0,4,0,5,0,0,533
715,127,1,0,4,0,6,1,0,532
716,127,1,0,6,0,7,0,0,534
717,127,1,0,7,0,8,0,0,534
718,127,1,0,8,0,9,0,0,535
719,128,1,0,0,0,1,0,0,535
720,128,1,0,0,0,1,0,0,538
721,128,1,0,1,0,2,0,0,538
722,128,1,0,2,0,3,0,0,539
723,128,1,0,3,0,4,0,0,539
724,128,1,0,4,0,5,0,0,541
725,128,1,3,2,0,6,0,0,539
726,128,1,4,2,0,7,0,0,540
727,129,1,0,0,0,1,0,0,540
728,129,1,0,0,0,1,0,0,543
729,129,1,1,0,0,2,0,0,543
730,129,1,2,0,0,3,0,0,543
731,129,1,2,1,0,4,0,0,543
732,129,1,2,2,0,5,0,0,545
733,130,1,0,0,0,1,0,0,545
734,130,1,0,0,0,1,0,0,546
735,130,1,1,0,0,2,0,0,545
736,130,1,2,0,0,3,0,0,550
737,130,1,2,1,0,4,0,0,550
738,130,1,3,1,0,5,0,0,551
739,131,1,0,0,0,1,0,0,551
740,131,1,0,0,0,1,0,0,552
741,131,1,0,1,0,2,0,0,552
742,131,1,0,2,0,3,0,0,553
743,132,1,0,0,0,1,0,0,553
744,132,1,0,0,0,1,0,0,556
745,132,1,0,1,0,2,0,0,555
746,132,1,0,2,0,3,0,0,556
747,132,1,2,1,0,4,0,0,556
748,132,1,0,4,0,5,0,0,558
749,132,1,0,5,0,6,0,0,558
750,132,1,3,3,0,7,0,0,556
751,133,1,0,0,0,1,0,0,556
752,133,1,0,0,0,1,0,0,560
753,133,1,0,1,0,2,0,0,560
754,133,1,0,2,0,3,0,0,561
755,133,1,0,3,0,4,0,0,560
756,133,1,2,2,0,5,0,0,562
757,134,1,0,0,0,1,0,0,562
758,134,1,0,0,0,1,0,0,563
759,134,1,0,1,0,2,0,0,563
760,134,1,0,2,0,3,0,0,565
761,135,1,0,0,0,1,0,0,565
762,135,1,0,0,0,1,0,0,566
763,135,1,0,1,0,2,0,0,566
764,135,1,0,2,0,3,0,0,568
765,135,1,0,3,0,4,0,0,567
766,135,1,1,3,0,5,0,0,568
767,135,1,1,4,0,6,0,0,568
768,135,1,0,6,0,7,0,0,576
769,136,1,0,0,0,1,0,0,576
770,136,1,0,0,0,1,0,0,576
771,136,1,0,1,0,2,0,0,576
772,136,1,0,2,0,3,0,0,578
773,137,1,0,0,0,1,0,0,578
774,137,1,0,0,0,1,0,0,579
775,137,1,1,0,0,2,0,0,577
776,137,1,0,2,0,3,0,0,580
777,137,1,1,2,0,4,0,0,580
778,137,1,1,3,0,5,0,0,581
779,137,1,1,4,0,6,0,0,581
780,137,1,1,5,0,7,0,0,582
781,137,1,1,6,0,8,0,0,582
782,137,1,1,7,0,9,0,0,583
783,137,1,5,4,0,10,0,0,583
784,137,1,5,5,0,11,0,0,587
785,137,1,5,6,0,12,0,0,586
786,137,1,6,6,0,13,0,0,587
787,138,1,0,0,0,1,0,0,587
788,138,1,0,0,0,1,0,0,589
789,138,1,0,1,0,2,0,0,589
790,138,1,0,2,0,3,0,0,589
791,138,1,0,3,0,4,0,0,589
792,138,1,0,4,0,5,0,0,592
793,138,1,0,5,0,6,0,0,592
794,138,1,0,6,0,7,0,0,593
795,138,1,0,7,0,8,0,0,592
796,138,1,0,8,0,9,0,0,594
797,139,1,0,0,0,1,0,0,594
798,139,1,0,0,0,1,0,0,595
799,139,1,0,1,0,2,0,0,595
800,139,1,1,1,0,3,0,0,598
801,139,1,0,3,0,4,0,0,598
802,139,1,1,3,0,5,0,0,599
803,139,1,1,4,0,6,0,0,599
804,139,1,0,6,0,7,0,0,601
805,139,1,0,7,0,8,0,0,600
806,139,1,0,8,0,9,0,0,601
807,139,1,0,9,0,10,0,0,601
808,139,1,0,10,0,11,0,0,604
809,140,1,0,0,0,1,0,0,604
810,140,1,0,0,0,1,0,0,604
811,141,1,0,0,0,1,0,0,604
812,141,1,0,0,0,1,0,0,606
813,141,1,0,1,0,2,0,0,606
814,141,1,0,2,0,3,0,0,607
815,141,1,0,3,0,4,0,0,606
816,141,1,0,4,0,5,0,0,610
817,141,1,0,5,0,6,0,0,610
818,141,1,0,6,0,7,0,0,611
819,141,1,3,4,0,8,0,0,611
820,141,1,0,8,0,9,0,0,612
821,142,1,0,0,0,1,0,0,612
822,142,1,0,0,0,1,0,0,613
823,143,1,0,0,0,1,0,0,613
824,143,1,0,0,0,1,0,0,616
825,143,1,1,0,0,2,0,0,614
826,143,1,2,0,0,3,0,0,615
827,144,1,0,0,0,1,0,0,615
828,144,1,0,0,0,1,0,0,617
829,145,1,0,0,0,1,0,0,617
830,145,1,0,0,0,1,0,0,617
831,145,1,0,1,0,2,0,0,617
832,145,1,0,2,0,3,0,0,623
833,145,1,1,2,0,4,0,0,623
834,145,1,1,3,0,5,0,0,624
835,145,1,3,2,0,6,0,0,623
836,145,1,3,3,0,7,0,0,625
837,145,1,6,1,0,8,0,0,625
838,145,1,4,4,0,9,0,0,626
839,146,1,0,0,0,1,0,0,626
840,146,1,0,0,0,1,0,0,628
841,146,0,0,0,1,1,0,0,628
842,146,1,0,2,0,3,0,0,629
843,146,1,0,3,0,4,0,0,629
844,146,1,0,4,0,5,0,0,631
845,146,1,0,5,0,6,0,0,630
846,146,1,1,5,0,7,0,0,631
847,146,1,6,1,0,8,0,0,631
848,146,1,5,3,0,9,0,0,635
849,146,1,5,4,0,10,0,0,635
850,146,1,9,1,0,11,0,0,634
851,146,1,9,2,0,12,0,0,634
852,146,1,8,4,0,13,0,0,636
853,147,1,0,0,0,1,0,0,636
854,147,1,0,0,0,1,0,0,637
855,147,1,1,0,0,2,0,0,636
856,147,1,0,2,0,3,0,0,639
857,148,1,0,0,0,1,0,0,639
858,148,1,0,0,0,1,0,0,640
859,149,1,0,0,0,1,0,0,640
860,149,1,0,0,0,1,0,0,641
861,149,1,0,1,0,2,0,0,641
862,149,1,0,2,0,3,0,0,642
863,150,1,0,0,0,1,0,0,642
864,150,1,0,0,0,1,0,0,647
865,150,1,0,1,0,2,0,0,646
866,150,1,0,2,0,3,0,0,647
867,150,1,0,3,0,4,0,0,647
868,150,1,0,4,0,5,0,0,649
869,150,1,0,5,0,6,0,0,649
870,150,1,0,6,0,7,0,0,649
871,150,1,4,3,0,8,0,0,649
872,150,1,4,4,0,9,0,0,652
873,150,1,4,5,0,10,0,0,652
874,150,1,5,5,0,11,0,0,653
875,150,1,10,1,0,12,0,0,650
876,150,1,6,6,0,13,0,0,652
877,151,1,0,0,0,1,0,0,652
878,151,1,0,0,0,1,0,0,653
879,151,1,0,1,0,2,0,0,653
880,151,1,0,2,0,3,0,0,656
881,152,1,0,0,0,1,0,0,656
882,152,1,0,0,0,1,0,0,657
883,153,1,0,0,0,1,0,0,657
884,153,1,0,0,0,1,0,0,659
885,153,1,0,1,0,2,0,0,658
886,153,1,0,2,0,3,0,0,659
887,154,1,0,0,0,1,0,0,659
888,154,1,0,0,0,1,0,0,662
889,154,1,0,1,0,2,0,0,662
890,154,1,0,2,0,3,0,0,662
891,154,1,3,0,0,4,0,0,662
892,154,1,3,1,0,5,0,0,664
893,154,1,3,2,0,6,0,0,664
894,154,1,3,3,0,7,0,0,665
895,154,1,3,4,0,8,0,0,664
896,154,1,0,8,0,9,0,0,671
897,154,1,0,9,0,10,0,0,671
898,154,1,0,10,0,11,0,0,672
899,154,1,0,11,0,12,0,0,672
900,154,1,0,12,0,13,0,0,672
901,154,1,0,13,0,14,0,0,672
902,154,1,2,12,0,15,0,0,673
903,154,1,0,15,0,16,0,0,673
904,154,1,0,16,0,17,0,0,676
905,154,1,0,17,0,18,0,0,675
906,154,1,0,18,0,19,0,0,676
907,155,1,0,0,0,1,0,0,676
908,155,1,0,0,0,1,0,0,678
909,155,1,0,1,0,2,0,0,678
910,155,1,1,1,0,3,0,0,678
911,156,1,0,0,0,1,0,0,678
912,156,1,0,0,0,1,0,0,682
913,156,1,0,1,0,2,0,0,682
914,156,1,0,2,0,3,0,0,683
915,156,1,0,3,0,4,0,0,682
916,156,1,0,4,0,5,0,0,684
917,156,1,0,5,0,6,0,0,684
918,156,1,2,4,0,7,0,0,685
919,157,1,0,0,0,1,0,0,685
920,157,1,0,0,0,1,0,0,687
921,157,1,0,1,0,2,0,0,687
922,157,1,0,2,0,3,0,0,688
923,157,1,0,3,0,4,0,0,688
924,157,1,0,4,0,5,0,0,690
925,157,1,4,1,0,6,0,0,688
926,157,1,4,2,0,7,0,0,689
927,157,1,2,5,0,8,0,0,689
928,157,1,0,8,0,9,0,0,694
929,158,1,0,0,0,1,0,0,694
930,158,1,0,0,0,1,0,0,694
931,158,1,1,0,0,2,0,0,694
932,158,1,1,1,0,3,0,0,696
933,158,1,1,2,0,4,0,0,696
934,158,1,1,3,0,5,0,0,697
935,158,1,1,4,0,6,0,0,696
936,158,1,1,5,0,7,0,0,699
937,159,1,0,0,0,1,0,0,699
938,159,1,0,0,0,1,0,0,700
939,159,1,0,1,0,2,0,0,700
940,159,1,0,2,0,3,0,0,701
941,160,1,0,0,0,1,0,0,701
942,160,1,0,0,0,1,0,0,702
943,160,1,0,1,0,2,0,0,702
944,160,1,0,2,0,3,0,0,706
945,160,1,0,3,0,4,0,0,705
946,160,1,1,3,0,5,0,0,706
947,161,1,0,0,0,1,0,0,706
948,161,1,0,0,0,1,0,0,708
949,161,1,0,1,0,2,0,0,708
950,161,1,1,1,0,3,0,0,707
951,161,1,2,1,0,4,0,0,707
952,161,1,2,2,0,5,0,0,710
953,162,1,0,0,0,1,0,0,710
954,162,1,0,0,0,1,0,0,711
955,162,1,1,0,0,2,0,0,710
956,162,1,0,2,0,3,0,0,712
957,162,1,0,3,0,4,0,0,712
958,162,1,0,4,0,5,0,0,713
959,162,1,0,5,0,6,0,0,713
960,162,1,0,6,0,7,0,0,718
961,162,0,0,0,1,1,0,0,718
962,162,1,0,8,0,9,0,0,719
963,162,1,2,7,0,10,0,0,719
964,162,1,0,10,0,11,0,0,721
965,162,1,0,11,0,12,0,0,720
966,162,1,0,12,0,13,0,0,721
967,163,1,0,0,0,1,0,0,721
968,163,1,0,0,0,1,0,0,724
969,163,1,0,1,0,2,0,0,724
970,163,1,0,2,0,3,0,0,724
971,164,1,0,0,0,1,0,0,724
972,164,1,0,0,0,1,0,0,726
973,164,1,1,0,0,2,0,0,726
974,164,1,1,1,0,3,0,0,727
975,164,1,3,0,0,4,0,0,725
976,164,1,3,1,0,5,0,0,729
977,165,1,0,0,0,1,0,0,729
978,165,1,0,0,0,1,0,0,730
979,165,1,0,1,0,2,0,0,730
980,165,1,1,1,0,3,0,0,731
981,165,1,3,0,0,4,0,0,731
982,165,1,4,0,0,5,0,0,732
983,166,1,0,0,0,1,0,0,732
984,166,1,0,0,0,1,0,0,735
985,166,1,0,1,0,2,0,0,734
986,166,1,0,2,0,3,0,0,735
987,166,1,0,3,0,4,0,0,735
988,166,1,0,4,0,5,0,0,737
989,166,1,0,5,0,6,0,0,737
990,166,1,1,5,0,7,0,0,737
991,167,1,0,0,0,1,0,0,737
992,167,1,0,0,0,1,0,0,742
993,167,1,0,1,0,2,0,0,742
994,167,1,0,2,0,3,0,0,743
995,167,1,0,3,0,4,0,0,742
996,167,1,0,4,0,5,0,0,744
997,168,1,0,0,0,1,0,0,744
998,168,1,0,0,0,1,0,0,745
999,168,1,1,0,0,2,0,0,745
1000,168,1,0,2,0,3,0,0,745
1001,168,1,0,3,0,4,0,0,745
1002,168,1,1,3,0,5,0,0,746
1003,168,1,1,4,0,6,0,0,746
1004,168,1,1,5,0,7,0,0,748
1005,168,1,1,6,0,8,0,0,747
1006,168,1,1,7,0,9,0,0,748
1007,168,1,1,8,0,10,0,0,748
1008,168,1,1,9,0,11,0,0,752
1009,169,1,0,0,0,1,0,0,752
1010,169,1,0,0,0,1,0,0,752
1011,169,1,0,1,0,2,0,0,752
1012,169,1,0,2,0,3,0,0,754
1013,170,1,0,0,0,1,0,0,754
1014,170,1,0,0,0,1,0,0,755
1015,170,1,0,1,0,2,0,0,754
1016,170,1,0,2,0,3,0,0,757
1017,170,1,0,3,0,4,0,0,757
1018,170,1,1,3,0,5,0,0,758
1019,171,1,0,0,0,1,0,0,758
1020,171,1,0,0,0,1,0,0,759
1021,172,1,0,0,0,1,0,0,759
1022,172,1,0,0,0,1,0,0,760
1023,172,1,0,1,0,2,0,0,760
1024,172,1,0,2,0,3,0,0,770
1025,172,1,2,1,0,4,0,0,768
1026,172,1,1,3,0,5,0,0,769
1027,172,1,2,3,0,6,0,0,769
1028,172,1,0,6,0,7,0,0,771
1029,172,1,5,2,0,8,0,0,771
1030,172,1,5,3,0,9,0,0,771
1031,173,1,0,0,0,1,0,0,771
1032,173,1,0,0,0,1,0,0,774
1033,174,1,0,0,0,1,0,0,774
1034,174,1,0,0,0,1,0,0,775
1035,174,1,1,0,0,2,0,0,774
1036,174,1,0,2,0,3,0,0,776
1037,174,1,0,3,0,4,0,0,776
1038,174,1,0,4,0,5,0,0,777
1039,175,1,0,0,0,1,0,0,777
1040,175,1,0,0,0,1,0,0,780
1041,175,1,0,1,0,2,0,0,780
1042,175,1,0,2,0,3,0,0,781
1043,175,1,0,3,0,4,0,0,781
1044,175,1,0,4,0,5,0,0,783
1045,175,1,0,5,0,6,0,0,782
1046,175,1,0,6,0,7,0,0,783
1047,175,1,0,7,0,8,0,0,783
1048,175,1,0,8,0,9,0,0,786
1049,176,1,0,0,0,1,0,0,786
1050,176,1,0,0,0,1,0,0,785
1051,177,1,0,0,0,1,0,0,785
1052,177,1,0,0,0,1,0,0,787
1053,177,1,1,0,0,2,0,0,787
1054,177,1,2,0,0,3,0,0,788
1055,177,1,2,1,0,4,0,0,787
1056,177,1,0,4,0,5,0,0,792
1057,177,1,0,5,0,6,0,0,792
1058,177,1,0,6,0,7,0,0,793
1059,177,1,0,7,0,8,0,0,793
1060,177,1,0,8,0,9,0,0,794
1061,178,1,0,0,0,1,0,0,794
1062,178,1,0,0,0,1,0,0,795
1063,179,1,0,0,0,1,0,0,795
1064,179,1,0,0,0,1,0,0,798
1065,179,1,0,1,0,2,0,0,797
1066,179,1,0,2,0,3,0,0,798
1067,179,1,0,3,0,4,0,0,798
1068,179,1,0,4,0,5,0,0,800
1069,180,1,0,0,0,1,0,0,800
1070,180,1,0,0,0,1,0,0,800
1071,180,1,1,0,0,2,0,0,800
1072,180,1,0,2,0,3,0,0,804
1073,180,1,0,3,0,4,0,0,804
1074,180,1,0,4,0,5,0,0,805
1075,180,1,3,2,0,6,0,0,803
1076,180,1,3,3,0,7,0,0,805
1077,180,1,1,6,0,8,0,0,805
1078,180,1,2,6,0,9,0,0,806
1079,180,1,2,7,0,10,0,0,806
1080,180,1,3,7,0,11,0,0,808
1081,180,1,3,8,0,12,0,0,808
1082,180,1,3,9,0,13,0,0,809
1083,180,1,5,8,0,14,0,0,809
1084,180,1,5,9,0,15,0,0,811
1085,180,1,5,10,0,16,0,0,810
1086,180,1,5,11,0,17,0,0,811
1087,181,1,0,0,0,1,0,0,811
1088,181,1,0,0,0,1,0,0,817
1089,181,1,0,1,0,2,0,0,817
1090,181,1,1,1,0,3,0,0,817
1091,182,1,0,0,0,1,0,0,817
1092,182,1,0,0,0,1,0,0,819
1093,183,1,0,0,0,1,0,0,819
1094,183,1,0,0,0,1,0,0,820
1095,183,1,0,1,0,2,0,0,819
1096,183,1,0,2,0,3,0,0,822
1097,184,1,0,0,0,1,0,0,822
1098,184,1,0,0,0,1,0,0,823
1099,184,1,1,0,0,2,0,0,823
1100,184,1,0,2,0,3,0,0,823
1101,184,1,2,1,0,4,0,0,823
1102,184,1,2,2,0,5,0,0,824
1103,185,1,0,0,0,1,0,0,824
1104,185,1,0,0,0,1,0,0,828
1105,185,1,0,1,0,2,0,0,827
1106,185,1,0,2,0,3,0,0,828
1107,185,1,2,1,0,4,0,0,828
1108,185,1,1,3,0,5,0,0,830
1109,186,1,0,0,0,1,0,0,830
1110,186,1,0,0,0,1,0,0,830
1111,186,1,0,1,0,2,0,0,830
1112,186,1,0,2,0,3,0,0,833
1113,186,1,0,3,0,4,0,0,833
1114,186,1,0,4,0,5,0,0,834
1115,186,1,0,5,0,6,0,0,833
1116,186,1,0,6,0,7,0,0,835
1117,187,1,0,0,0,1,0,0,835
1118,187,1,0,0,0,1,0,0,836
1119,187,1,0,1,0,2,0,0,836
1120,187,1,0,2,0,3,0,0,840
1121,187,1,0,3,0,4,0,0,840
1122,187,1,0,4,0,5,0,0,841
1123,188,1,0,0,0,1,0,0,841
1124,188,1,0,0,0,1,0,0,843
1125,188,1,1,0,0,2,0,0,840
1126,188,1,2,0,0,3,0,0,841
1127,188,1,2,1,0,4,0,0,841
1128,188,1,0,4,0,5,0,0,844
1129,189,1,0,0,0,1,0,0,844
1130,189,1,0,0,0,1,0,0,844
1131,189,1,0,1,0,2,0,0,844
1132,189,1,0,2,0,3,0,0,846
1133,189,1,0,3,0,4,0,0,846
1134,189,1,4,0,0,5,0,0,847
1135,189,1,5,0,0,6,0,0,846
1136,189,1,0,6,0,7,0,0,850
1137,189,1,0,7,0,8,0,0,850
1138,189,1,0,8,0,9,0,0,851
1139,189,1,0,9,0,10,0,0,851
1140,189,1,0,10,0,11,0,0,852
1141,189,1,0,11,0,12,0,0,852
1142,189,1,0,12,0,13,0,0,853
1143,189,1,2,11,0,14,0,0,853
1144,189,1,0,14,0,15,0,0,856
1145,189,1,0,15,0,16,0,0,855
1146,189,1,0,16,0,17,0,0,856
1147,189,1,0,17,0,18,0,0,856
1148,189,1,1,17,0,19,0,0,858
1149,189,1,1,18,0,20,0,0,858
1150,189,1,5,15,0,21,0,0,857
1151,190,1,0,0,0,1,0,0,857
1152,190,1,0,0,0,1,0,0,864
1153,191,1,0,0,0,1,0,0,864
1154,191,1,0,0,0,1,0,0,865
1155,191,1,0,1,0,2,0,0,864
1156,191,0,0,0,1,1,0,0,866
1157,191,1,2,1,0,4,0,0,866
1158,191,1,2,2,0,5,0,0,867
1159,191,1,2,3,0,6,0,0,867
1160,191,1,2,4,0,7,0,0,869
1161,191,1,2,5,0,8,0,0,869
1162,191,1,3,5,0,9,0,0,870
1163,192,1,0,0,0,1,0,0,870
1164,192,1,0,0,0,1,0,0,872
1165,192,1,0,1,0,2,0,0,871
1166,192,1,0,2,0,3,0,0,872
1167,192,1,0,3,0,4,0,0,872
1168,192,1,0,4,0,5,0,0,876
1169,192,1,0,5,0,6,0,0,876
1170,192,1,1,5,0,7,0,0,876
1171,193,1,0,0,0,1,0,0,876
1172,193,1,0,0,0,1,0,0,878
1173,193,1,0,1,0,2,0,0,878
1174,193,1,0,2,0,3,0,0,879
1175,193,1,2,1,0,4,0,0,877
1176,193,1,2,2,0,5,0,0,880
1177,193,1,2,3,0,6,0,0,880
1178,193,1,2,4,0,7,0,0,881
1179,193,1,2,5,0,8,0,0,881
1180,193,1,1,7,0,9,0,0,882
1181,194,1,0,0,0,1,0,0,882
1182,194,1,0,0,0,1,0,0,883
1183,194,1,0,1,0,2,0,0,883
1184,194,1,0,2,0,3,0,0,888
1185,194,1,0,3,0,4,0,0,887
1186,194,1,0,4,0,5,0,0,888
1187,195,1,0,0,0,1,0,0,888
1188,195,1,0,0,0,1,0,0,890
1189,195,1,1,0,0,2,0,0,890
1190,195,1,0,2,0,3,0,0,890
1191,195,1,1,2,0,4,0,0,890
1192,195,1,0,4,0,5,0,0,893
1193,196,1,0,0,0,1,0,0,893
1194,196,1,0,0,0,1,0,0,894
1195,196,1,0,1,0,2,0,0,893
1196,196,1,0,2,0,3,0,0,895
1197,196,1,0,3,0,4,0,0,895
1198,196,1,1,3,0,5,0,0,896
1199,196,1,1,4,0,6,0,0,896
1200,196,1,2,4,0,7,0,0,898
1201,197,1,0,0,0,1,0,0,898
1202,197,1,0,0,0,1,0,0,899
1203,197,1,0,1,0,2,0,0,899
1204,197,1,0,2,0,3,0,0,901
1205,197,1,0,3,0,4,0,0,900
1206,197,1,1,3,0,5,0,0,901
1207,197,1,2,3,0,6,0,0,901
1208,197,1,0,6,0,7,0,0,904
1209,197,1,0,7,0,8,0,0,904
1210,197,1,3,5,0,9,0,0,904
1211,197,1,5,4,0,10,0,0,904
1212,197,1,6,4,0,11,0,0,906
1213,198,1,0,0,0,1,0,0,906
1214,198,1,0,0,0,1,0,0,907
1215,198,1,1,0,0,2,0,0,906
1216,198,1,0,2,0,3,0,0,912
1217,199,1,0,0,0,1,0,0,912
1218,199,1,0,0,0,1,0,0,913
1219,199,1,0,1,0,2,0,0,913
1220,199,1,0,2,0,3,0,0,914
1221,199,1,0,3,0,4,0,0,914
1222,199,1,0,4,0,5,0,0,915
1223,200,1,0,0,0,1,0,0,915
1224,200,1,0,0,0,1,0,0,918
1225,200,1,0,1,0,2,0,0,916
1226,200,1,0,2,0,3,0,0,917
1227,200,1,1,2,0,4,0,0,917
1228,200,1,1,3,0,5,0,0,919
1229,201,1,0,0,0,1,0,0,919
1230,201,1,0,0,0,1,0,0,919
1231,202,1,0,0,0,1,0,0,919
1232,202,1,0,0,0,1,0,0,923
1233,202,1,0,1,0,2,0,0,923
1234,202,1,1,1,0,3,0,0,924
1235,202,1,1,2,0,4,0,0,923
1236,202,1,0,4,0,5,0,0,925
1237,203,1,0,0,0,1,0,0,925
1238,203,1,0,0,0,1,0,0,926
1239,203,1,0,1,0,2,0,0,926
1240,203,1,0,2,0,3,0,0,928
1241,203,1,0,3,0,4,0,0,928
1242,203,1,1,3,0,5,0,0,929
1243,203,1,2,3,0,6,0,0,929
1244,203,1,0,6,0,7,0,0,931
1245,203,1,2,5,0,8,0,0,930
1246,203,1,0,8,0,9,0,0,931
1247,203,1,0,9,0,10,0,0,931
1248,203,1,0,10,0,11,0,0,936
1249,204,1,0,0,0,1,0,0,936
1250,204,1,0,0,0,1,0,0,933
1251,204,1,1,0,0,2,0,0,933
1252,204,1,1,1,0,3,0,0,935
1253,204,1,1,2,0,4,0,0,935
1254,204,1,1,3,0,5,0,0,936
1255,204,1,1,4,0,6,0,0,935
1256,204,1,1,5,0,7,0,0,938
1257,204,1,1,6,0,8,0,0,938
1258,204,1,1,7,0,9,0,0,939
1259,205,1,0,0,0,1,0,0,939
1260,205,1,0,0,0,1,0,0,940
1261,205,1,0,1,0,2,0,0,940
1262,205,1,0,2,0,3,0,0,941
1263,205,1,0,3,0,4,0,0,941
1264,205,1,0,4,0,5,0,0,945
1265,205,1,0,5,0,6,0,0,944
1266,205,1,0,6,0,7,0,0,945
1267,205,1,0,7,0,8,0,0,945
1268,205,1,0,8,0,9,0,0,947
1269,205,1,4,5,0,10,0,0,947
1270,205,1,1,9,0,11,0,0,947
1271,205,1,1,10,0,12,0,0,947
1272,205,1,0,12,0,13,0,0,950
1273,205,1,0,13,0,14,0,0,950
1274,205,1,11,3,0,15,0,0,951
1275,205,1,5,10,0,16,0,0,949
1276,205,1,4,12,0,17,0,0,951
1277,206,1,0,0,0,1,0,0,951
1278,206,1,0,0,0,1,0,0,952
1279,207,1,0,0,0,1,0,0,952
1280,207,1,0,0,0,1,0,0,959
1281,207,1,0,1,0,2,0,0,959
1282,207,1,0,2,0,3,0,0,960
1283,208,1,0,0,0,1,0,0,960
1284,208,1,0,0,0,1,0,0,962
1285,208,1,0,1,0,2,0,0,961
1286,208,1,0,2,0,3,0,0,962
1287,208,1,2,1,0,4,0,0,962
1288,208,1,0,4,0,5,0,0,965
1289,209,1,0,0,0,1,0,0,965
1290,209,1,0,0,0,1,0,0,965
1291,210,1,0,0,0,1,0,0,965
1292,210,1,0,0,0,1,0,0,967
1293,210,1,0,1,0,2,0,0,967
1294,210,1,0,2,0,3,0,0,968
1295,210,1,0,3,0,4,0,0,967
1296,210,1,0,4,0,5,0,0,971
1297,211,1,0,0,0,1,0,0,971
1298,211,1,0,0,0,1,0,0,972
1299,211,1,0,1,0,2,0,0,972
1300,211,1,2,0,0,3,0,0,972
1301,212,1,0,0,0,1,0,0,972
1302,212,1,0,0,0,1,0,0,973
1303,213,1,0,0,0,1,0,0,973
1304,213,1,0,0,0,1,0,0,976
1305,213,1,0,1,0,2,0,0,975
