c,c_list_length,length_mismatches,non-monotonic,internal_zeros,last_exp_too_large,b_attempts,a_attempts,smaller_rejects,PF-slope
1306,213,1,1,1,0,3,0,0,976
1307,214,1,0,0,0,1,0,0,976
1308,214,1,0,0,0,1,0,0,978
1309,214,1,0,1,0,2,0,0,978
1310,214,1,0,2,0,3,0,0,978
1311,214,1,0,3,0,4,0,0,978
1312,214,1,0,4,0,5,0,0,983
1313,214,1,0,5,0,6,0,0,983
1314,214,1,1,5,0,7,0,0,984
1315,214,1,2,5,0,8,0,0,983
1316,214,1,0,8,0,9,0,0,985
1317,214,1,0,9,0,10,0,0,985
1318,214,1,0,10,0,11,0,0,986
1319,215,1,0,0,0,1,0,0,986
1320,215,1,0,0,0,1,0,0,988
1321,216,1,0,0,0,1,0,0,988
1322,216,1,0,0,0,1,0,0,989
1323,216,1,1,0,0,2,0,0,989
1324,216,1,1,1,0,3,0,0,991
1325,216,1,1,2,0,4,0,0,989
1326,216,1,3,1,0,5,0,0,990
1327,217,1,0,0,0,1,0,0,990
1328,217,1,0,0,0,1,0,0,994
1329,217,1,0,1,0,2,0,0,994
1330,217,1,0,2,0,3,0,0,994
1331,217,1,2,1,0,4,0,0,994
1332,217,1,3,1,0,5,0,0,996
1333,217,1,3,2,0,6,0,0,996
1334,217,1,3,3,0,7,0,0,997
1335,217,1,3,4,0,8,0,0,996
1336,217,1,3,5,0,9,0,0,999
1337,217,1,4,5,0,10,0,0,999
1338,217,1,4,6,0,11,0,0,1000
1339,217,1,4,7,0,12,0,0,1000
1340,217,1,4,8,0,13,0,0,1001
1341,217,1,4,9,0,14,0,0,1001
1342,217,1,5,9,0,15,0,0,1002
1343,217,1,5,10,0,16,0,0,1002
1344,217,1,6,10,0,17,0,0,1008
1345,217,1,4,13,0,18,0,0,1007
1346,217,1,4,14,0,19,0,0,1008
1347,217,1,4,15,0,20,0,0,1008
1348,217,1,4,16,0,21,0,0,1010
1349,217,1,4,17,0,22,0,0,1010
1350,217,1,6,16,0,23,0,0,1009
1351,217,1,7,16,0,24,0,0,1009
1352,217,1,15,9,0,25,0,0,1012
1353,217,1,20,5,0,26,0,0,1012
1354,217,1,20,6,0,27,0,0,1013
1355,217,1,21,6,0,28,0,0,1012
1356,217,1,21,7,0,29,0,0,1014
1357,217,1,21,8,0,30,0,0,1014
1358,217,1,22,8,0,31,0,0,1015
1359,217,1,24,7,0,32,0,0,1015
1360,217,1,19,13,0,33,0,0,1018
1361,218,1,0,0,0,1,0,0,1018
1362,218,1,0,0,0,1,0,0,1019
1363,218,1,0,1,0,2,0,0,1019
1364,218,1,0,2,0,3,0,0,1021
1365,218,1,0,3,0,4,0,0,1020
1366,218,1,0,4,0,5,0,0,1021
1367,219,1,0,0,0,1,0,0,1021
1368,219,1,0,0,0,1,0,0,1024
1369,219,0,0,0,1,1,0,0,1024
1370,219,1,0,2,0,3,0,0,1024
1371,219,1,0,3,0,4,0,0,1024
1372,219,1,3,1,0,5,0,0,1026
1373,220,1,0,0,0,1,0,0,1026
1374,220,1,0,0,0,1,0,0,1027
1375,220,1,1,0,0,2,0,0,1024
1376,220,1,1,1,0,3,0,0,1029
1377,220,1,0,3,0,4,0,0,1029
1378,220,1,1,3,0,5,0,0,1030
1379,220,1,1,4,0,6,0,0,1030
1380,220,1,1,5,0,7,0,0,1031
1381,221,1,0,0,0,1,0,0,1031
1382,221,1,0,0,0,1,0,0,1032
1383,221,1,0,1,0,2,0,0,1032
1384,221,1,0,2,0,3,0,0,1035
1385,221,1,0,3,0,4,0,0,1034
1386,221,1,1,3,0,5,0,0,1035
1387,221,1,2,3,0,6,0,0,1035
1388,221,1,0,6,0,7,0,0,1037
1389,221,1,0,7,0,8,0,0,1037
1390,221,1,0,8,0,9,0,0,1037
1391,221,1,0,9,0,10,0,0,1037
1392,221,1,0,10,0,11,0,0,1041
1393,221,1,1,10,0,12,0,0,1041
1394,221,1,1,11,0,13,0,0,1042
1395,221,1,2,11,0,14,0,0,1041
1396,221,1,0,14,0,15,0,0,1043
1397,221,1,0,15,0,16,0,0,1043
1398,221,1,0,16,0,17,0,0,1044
1399,222,1,0,0,0,1,0,0,1044
1400,222,1,0,0,0,1,0,0,1045
1401,222,1,1,0,0,2,0,0,1045
1402,222,1,1,1,0,3,0,0,1046
1403,222,1,1,2,0,4,0,0,1046
1404,222,1,2,2,0,5,0,0,1048
1405,222,1,3,2,0,6,0,0,1047
1406,222,1,0,6,0,7,0,0,1048
1407,222,1,3,4,0,8,0,0,1048
1408,222,1,0,8,0,9,0,0,1055
1409,223,1,0,0,0,1,0,0,1055
1410,223,1,0,0,0,1,0,0,1055
1411,223,1,0,1,0,2,0,0,1055
1412,223,1,0,2,0,3,0,0,1057
1413,223,1,0,3,0,4,0,0,1057
1414,223,1,1,3,0,5,0,0,1058
1415,223,1,1,4,0,6,0,0,1057
1416,223,1,0,6,0,7,0,0,1060
1417,223,1,0,7,0,8,0,0,1060
1418,223,1,0,8,0,9,0,0,1061
1419,223,1,0,9,0,10,0,0,1061
1420,223,1,0,10,0,11,0,0,1062
1421,223,1,8,3,0,12,0,0,1062
1422,223,1,10,2,0,13,0,0,1063
1423,224,1,0,0,0,1,0,0,1063
1424,224,1,0,0,0,1,0,0,1067
1425,224,1,1,0,0,2,0,0,1065
1426,224,1,2,0,0,3,0,0,1066
1427,225,1,0,0,0,1,0,0,1066
1428,225,1,0,0,0,1,0,0,1068
1429,226,1,0,0,0,1,0,0,1068
1430,226,1,0,0,0,1,0,0,1068
1431,226,1,1,0,0,2,0,0,1068
1432,226,1,0,2,0,3,0,0,1071
1433,227,1,0,0,0,1,0,0,1071
1434,227,1,0,0,0,1,0,0,1072
1435,227,1,0,1,0,2,0,0,1071
1436,227,1,0,2,0,3,0,0,1073
1437,227,1,0,3,0,4,0,0,1073
1438,227,1,0,4,0,5,0,0,1074
1439,228,1,0,0,0,1,0,0,1074
1440,228,1,0,0,0,1,0,0,1078
1441,228,1,0,1,0,2,0,0,1078
1442,228,1,0,2,0,3,0,0,1079
1443,228,1,0,3,0,4,0,0,1079
1444,228,1,0,4,0,5,0,0,1081
1445,228,0,0,0,1,1,0,0,1080
1446,228,1,2,4,0,7,0,0,1081
1447,229,1,0,0,0,1,0,0,1081
1448,229,1,0,0,0,1,0,0,1084
1449,229,1,0,1,0,2,0,0,1084
1450,229,1,1,1,0,3,0,0,1083
1451,230,1,0,0,0,1,0,0,1083
1452,230,1,0,0,0,1,0,0,1085
1453,231,1,0,0,0,1,0,0,1085
1454,231,1,0,0,0,1,0,0,1086
1455,231,1,0,1,0,2,0,0,1085
1456,231,1,0,2,0,3,0,0,1089
1457,231,1,0,3,0,4,0,0,1089
1458,231,1,4,0,0,5,0,0,1090
1459,232,1,0,0,0,1,0,0,1090
1460,232,1,0,0,0,1,0,0,1091
1461,232,1,0,1,0,2,0,0,1091
1462,232,1,0,2,0,3,0,0,1092
1463,232,1,0,3,0,4,0,0,1092
1464,232,1,0,4,0,5,0,0,1095
1465,232,1,0,5,0,6,0,0,1094
1466,232,1,0,6,0,7,0,0,1095
1467,232,1,2,5,0,8,0,0,1095
1468,232,1,0,8,0,9,0,0,1097
1469,232,1,0,9,0,10,0,0,1097
1470,232,1,7,3,0,11,0,0,1097
1471,233,1,0,0,0,1,0,0,1097
1472,233,1,0,0,0,1,0,0,1103
1473,233,1,0,1,0,2,0,0,1103
1474,233,1,0,2,0,3,0,0,1104
1475,233,1,2,1,0,4,0,0,1102
1476,233,1,0,4,0,5,0,0,1104
1477,233,1,0,5,0,6,0,0,1104
1478,233,1,0,6,0,7,0,0,1105
1479,233,1,0,7,0,8,0,0,1105
1480,233,1,0,8,0,9,0,0,1107
1481,234,1,0,0,0,1,0,0,1107
1482,234,1,0,0,0,1,0,0,1108
1483,235,1,0,0,0,1,0,0,1108
1484,235,1,0,0,0,1,0,0,1110
1485,235,1,1,0,0,2,0,0,1109
1486,235,1,1,1,0,3,0,0,1110
1487,236,1,0,0,0,1,0,0,1110
1488,236,1,0,0,0,1,0,0,1114
1489,237,1,0,0,0,1,0,0,1114
1490,237,1,0,0,0,1,0,0,1114
1491,237,1,0,1,0,2,0,0,1114
1492,237,1,0,2,0,3,0,0,1116
1493,238,1,0,0,0,1,0,0,1116
1494,238,1,0,0,0,1,0,0,1117
1495,238,1,1,0,0,2,0,0,1116
1496,238,1,0,2,0,3,0,0,1119
1497,238,1,0,3,0,4,0,0,1119
1498,238,1,0,4,0,5,0,0,1120
1499,239,1,0,0,0,1,0,0,1120
1500,239,1,0,0,0,1,0,0,1119
1501,239,1,1,0,0,2,0,0,1119
1502,239,1,1,1,0,3,0,0,1120
1503,239,1,2,1,0,4,0,0,1120
1504,239,1,0,4,0,5,0,0,1125
1505,239,1,1,4,0,6,0,0,1124
1506,239,1,0,6,0,7,0,0,1125
1507,239,1,0,7,0,8,0,0,1125
1508,239,1,0,8,0,9,0,0,1127
1509,239,1,0,9,0,10,0,0,1127
1510,239,1,0,10,0,11,0,0,1127
1511,240,1,0,0,0,1,0,0,1127
1512,240,1,0,0,0,1,0,0,1130
1513,240,1,0,1,0,2,0,0,1130
1514,240,1,0,2,0,3,0,0,1131
1515,240,1,0,3,0,4,0,0,1130
1516,240,1,0,4,0,5,0,0,1132
1517,240,1,0,5,0,6,0,0,1132
1518,240,1,0,6,0,7,0,0,1133
1519,240,1,4,3,0,8,0,0,1133
1520,240,1,4,4,0,9,0,0,1136
1521,240,1,8,1,0,10,0,0,1136
1522,240,1,9,1,0,11,0,0,1137
1523,241,1,0,0,0,1,0,0,1137
1524,241,1,0,0,0,1,0,0,1139
1525,241,1,1,0,0,2,0,0,1137
1526,241,1,1,1,0,3,0,0,1138
1527,241,1,1,2,0,4,0,0,1138
1528,241,1,1,3,0,5,0,0,1141
1529,241,1,1,4,0,6,0,0,1141
1530,241,1,1,5,0,7,0,0,1141
1531,242,1,0,0,0,1,0,0,1141
1532,242,1,0,0,0,1,0,0,1143
1533,242,1,0,1,0,2,0,0,1143
1534,242,1,0,2,0,3,0,0,1144
1535,242,1,0,3,0,4,0,0,1143
1536,242,1,0,4,0,5,0,0,1152
1537,242,1,0,5,0,6,0,0,1152
1538,242,1,0,6,0,7,0,0,1153
1539,242,1,2,5,0,8,0,0,1153
1540,242,1,3,5,0,9,0,0,1154
1541,242,1,3,6,0,10,0,0,1154
1542,242,1,3,7,0,11,0,0,1155
1543,243,1,0,0,0,1,0,0,1155
1544,243,1,0,0,0,1,0,0,1158
1545,243,1,0,1,0,2,0,0,1157
1546,243,1,0,2,0,3,0,0,1158
1547,243,1,0,3,0,4,0,0,1158
1548,243,1,0,4,0,5,0,0,1160
1549,244,1,0,0,0,1,0,0,1160
1550,244,1,0,0,0,1,0,0,1159
1551,244,1,1,0,0,2,0,0,1159
1552,244,1,1,1,0,3,0,0,1163
1553,245,1,0,0,0,1,0,0,1163
1554,245,1,0,0,0,1,0,0,1164
1555,245,1,0,1,0,2,0,0,1163
1556,245,1,0,2,0,3,0,0,1165
1557,245,1,0,3,0,4,0,0,1165
1558,245,1,1,3,0,5,0,0,1166
1559,246,1,0,0,0,1,0,0,1166
1560,246,1,0,0,0,1,0,0,1168
1561,246,1,0,1,0,2,0,0,1168
1562,246,1,0,2,0,3,0,0,1169
1563,246,1,0,3,0,4,0,0,1169
1564,246,1,0,4,0,5,0,0,1171
1565,246,1,0,5,0,6,0,0,1170
1566,246,1,2,4,0,7,0,0,1171
1567,247,1,0,0,0,1,0,0,1171
1568,247,1,0,0,0,1,0,0,1176
1569,247,1,0,1,0,2,0,0,1176
1570,247,1,1,1,0,3,0,0,1176
1571,248,1,0,0,0,1,0,0,1176
1572,248,1,0,0,0,1,0,0,1178
1573,248,1,0,1,0,2,0,0,1178
1574,248,1,0,2,0,3,0,0,1179
1575,248,1,3,0,0,4,0,0,1177
1576,248,1,2,2,0,5,0,0,1180
1577,248,1,2,3,0,6,0,0,1180
1578,248,1,2,4,0,7,0,0,1181
1579,249,1,0,0,0,1,0,0,1181
1580,249,1,0,0,0,1,0,0,1182
1581,249,1,0,1,0,2,0,0,1182
1582,249,1,0,2,0,3,0,0,1183
1583,250,1,0,0,0,1,0,0,1183
1584,250,1,0,0,0,1,0,0,1187
1585,250,1,0,1,0,2,0,0,1186
1586,250,1,0,2,0,3,0,0,1187
1587,250,1,0,3,0,4,0,0,1187
1588,250,1,0,4,0,5,0,0,1189
1589,250,1,0,5,0,6,0,0,1189
1590,250,1,0,6,0,7,0,0,1189
1591,250,1,0,7,0,8,0,0,1189
1592,250,1,0,8,0,9,0,0,1192
1593,250,1,0,9,0,10,0,0,1192
1594,250,1,1,9,0,11,0,0,1193
1595,250,1,2,9,0,12,0,0,1192
1596,250,1,1,11,0,13,0,0,1194
1597,251,1,0,0,0,1,0,0,1194
1598,251,1,0,0,0,1,0,0,1195
1599,251,1,0,1,0,2,0,0,1195
1600,251,1,2,0,0,3,0,0,1199
1601,252,1,0,0,0,1,0,0,1199
1602,252,1,0,0,0,1,0,0,1200
1603,252,1,1,0,0,2,0,0,1200
1604,252,1,0,2,0,3,0,0,1202
1605,252,1,0,3,0,4,0,0,1201
1606,252,1,0,4,0,5,0,0,1202
1607,253,1,0,0,0,1,0,0,1202
1608,253,1,0,0,0,1,0,0,1205
1609,254,1,0,0,0,1,0,0,1205
1610,254,1,0,0,0,1,0,0,1205
1611,254,1,1,0,0,2,0,0,1205
1612,254,1,0,2,0,3,0,0,1207
1613,255,1,0,0,0,1,0,0,1207
1614,255,1,0,0,0,1,0,0,1208
1615,255,1,0,1,0,2,0,0,1207
1616,255,1,0,2,0,3,0,0,1211
1617,255,1,2,1,0,4,0,0,1211
1618,255,1,2,2,0,5,0,0,1212
1619,256,1,0,0,0,1,0,0,1212
1620,256,1,0,0,0,1,0,0,1213
1621,257,1,0,0,0,1,0,0,1213
1622,257,1,0,0,0,1,0,0,1214
1623,257,1,0,1,0,2,0,0,1214
1624,257,1,0,2,0,3,0,0,1217
1625,257,1,2,1,0,4,0,0,1214
1626,257,1,4,0,0,5,0,0,1215
1627,258,1,0,0,0,1,0,0,1215
1628,258,1,0,0,0,1,0,0,1217
1629,258,1,0,1,0,2,0,0,1217
1630,258,1,1,1,0,3,0,0,1217
1631,258,1,1,2,0,4,0,0,1217
1632,258,1,0,4,0,5,0,0,1222
1633,258,1,0,5,0,6,0,0,1222
1634,258,1,0,6,0,7,0,0,1223
1635,258,1,0,7,0,8,0,0,1222
1636,258,1,0,8,0,9,0,0,1224
1637,259,1,0,0,0,1,0,0,1224
1638,259,1,0,0,0,1,0,0,1225
1639,259,1,1,0,0,2,0,0,1225
1640,259,1,0,2,0,3,0,0,1227
1641,259,1,0,3,0,4,0,0,1227
1642,259,1,0,4,0,5,0,0,1228
1643,259,1,0,5,0,6,0,0,1228
1644,259,1,0,6,0,7,0,0,1230
1645,259,1,0,7,0,8,0,0,1229
1646,259,1,0,8,0,9,0,0,1230
1647,259,1,5,4,0,10,0,0,1230
1648,259,1,0,10,0,11,0,0,1234
1649,259,1,0,11,0,12,0,0,1234
1650,259,1,3,9,0,13,0,0,1233
1651,259,1,4,9,0,14,0,0,1233
1652,259,1,3,11,0,15,0,0,1235
1653,259,1,0,15,0,16,0,0,1235
1654,259,1,0,16,0,17,0,0,1236
1655,259,1,3,14,0,18,0,0,1235
1656,259,1,0,18,0,19,0,0,1238
1657,260,1,0,0,0,1,0,0,1238
1658,260,1,0,0,0,1,0,0,1239
1659,260,1,0,1,0,2,0,0,1239
1660,260,1,0,2,0,3,0,0,1240
1661,260,1,0,3,0,4,0,0,1240
1662,260,1,0,4,0,5,0,0,1241
1663,261,1,0,0,0,1,0,0,1241
1664,261,1,0,0,0,1,0,0,1248
1665,261,1,0,1,0,2,0,0,1247
1666,261,1,2,0,0,3,0,0,1248
1667,262,1,0,0,0,1,0,0,1248
1668,262,1,0,0,0,1,0,0,1250
1669,263,1,0,0,0,1,0,0,1250
1670,263,1,0,0,0,1,0,0,1250
1671,263,1,0,1,0,2,0,0,1250
1672,263,1,0,2,0,3,0,0,1253
1673,263,1,0,3,0,4,0,0,1253
1674,263,1,1,3,0,5,0,0,1254
1675,263,1,2,3,0,6,0,0,1252
1676,263,1,0,6,0,7,0,0,1254
1677,263,1,3,4,0,8,0,0,1254
1678,263,1,1,7,0,9,0,0,1255
1679,263,1,1,8,0,10,0,0,1255
1680,263,1,1,9,0,11,0,0,1258
1681,263,0,0,0,1,1,0,0,1258
1682,263,0,0,0,1,1,0,0,1259
1683,263,0,0,0,1,1,0,0,1259
1684,263,1,3,11,0,15,0,0,1261
1685,263,1,3,12,0,16,0,0,1260
1686,263,1,3,13,0,17,0,0,1261
1687,263,1,3,14,0,18,0,0,1261
1688,263,1,3,15,0,19,0,0,1264
1689,263,1,3,16,0,20,0,0,1264
1690,263,1,14,6,0,21,0,0,1264
1691,263,1,14,7,0,22,0,0,1264
1692,263,1,14,8,0,23,0,0,1266
1693,264,1,0,0,0,1,0,0,1266
1694,264,1,0,0,0,1,0,0,1267
1695,264,1,1,0,0,2,0,0,1266
1696,264,1,1,1,0,3,0,0,1271
1697,265,1,0,0,0,1,0,0,1271
1698,265,1,0,0,0,1,0,0,1272
1699,266,1,0,0,0,1,0,0,1272
1700,266,1,0,0,0,1,0,0,1272
1701,266,1,1,0,0,2,0,0,1272
1702,266,1,2,0,0,3,0,0,1273
1703,266,1,2,1,0,4,0,0,1273
1704,266,1,1,3,0,5,0,0,1276
1705,266,1,1,4,0,6,0,0,1275
1706,266,1,1,5,0,7,0,0,1276
1707,266,1,1,6,0,8,0,0,1276
1708,266,1,1,7,0,9,0,0,1278
1709,267,1,0,0,0,1,0,0,1278
1710,267,1,0,0,0,1,0,0,1278
1711,267,1,1,0,0,2,0,0,1278
1712,267,1,0,2,0,3,0,0,1282
1713,267,1,0,3,0,4,0,0,1282
1714,267,1,0,4,0,5,0,0,1283
1715,267,1,4,1,0,6,0,0,1282
1716,267,1,6,0,0,7,0,0,1284
1717,267,1,6,1,0,8,0,0,1284
1718,267,1,6,2,0,9,0,0,1285
1719,267,1,8,1,0,10,0,0,1285
1720,267,1,5,5,0,11,0,0,1287
1721,268,1,0,0,0,1,0,0,1287
1722,268,1,0,0,0,1,0,0,1288
1723,269,1,0,0,0,1,0,0,1288
1724,269,1,0,0,0,1,0,0,1290
1725,269,1,1,0,0,2,0,0,1288
1726,269,1,2,0,0,3,0,0,1289
1727,269,1,2,1,0,4,0,0,1289
1728,269,1,0,4,0,5,0,0,1295
1729,269,1,0,5,0,6,0,0,1295
1730,269,1,0,6,0,7,0,0,1295
1731,269,1,0,7,0,8,0,0,1295
1732,269,1,0,8,0,9,0,0,1297
1733,270,1,0,0,0,1,0,0,1297
1734,270,1,0,0,0,1,0,0,1298
1735,270,1,0,1,0,2,0,0,1297
1736,270,1,0,2,0,3,0,0,1300
1737,270,1,0,3,0,4,0,0,1300
1738,270,1,1,3,0,5,0,0,1301
1739,270,1,1,4,0,6,0,0,1301
1740,270,1,0,6,0,7,0,0,1302
1741,271,1,0,0,0,1,0,0,1302
1742,271,1,0,0,0,1,0,0,1303
1743,271,1,0,1,0,2,0,0,1303
1744,271,1,0,2,0,3,0,0,1307
1745,271,1,0,3,0,4,0,0,1306
1746,271,1,1,3,0,5,0,0,1307
1747,272,1,0,0,0,1,0,0,1307
1748,272,1,0,0,0,1,0,0,1309
1749,272,1,0,1,0,2,0,0,1309
1750,272,1,2,0,0,3,0,0,1307
1751,272,1,2,1,0,4,0,0,1307
1752,272,1,3,1,0,5,0,0,1310
1753,273,1,0,0,0,1,0,0,1310
1754,273,1,0,0,0,1,0,0,1311
1755,273,1,1,0,0,2,0,0,1310
1756,273,1,1,1,0,3,0,0,1312
1757,273,1,1,2,0,4,0,0,1312
1758,273,1,1,3,0,5,0,0,1313
1759,274,1,0,0,0,1,0,0,1313
1760,274,1,0,0,0,1,0,0,1317
1761,274,1,0,1,0,2,0,0,1317
1762,274,1,0,2,0,3,0,0,1318
1763,274,1,0,3,0,4,0,0,1318
1764,274,1,1,3,0,5,0,0,1320
1765,274,1,4,1,0,6,0,0,1319
1766,274,1,4,2,0,7,0,0,1320
1767,274,1,4,3,0,8,0,0,1320
1768,274,1,4,4,0,9,0,0,1323
1769,274,1,4,5,0,10,0,0,1323
1770,274,1,0,10,0,11,0,0,1323
1771,274,1,4,7,0,12,0,0,1323
1772,274,1,4,8,0,13,0,0,1325
1773,274,1,4,9,0,14,0,0,1325
1774,274,1,5,9,0,15,0,0,1326
1775,274,1,1,14,0,16,0,0,1324
1776,274,1,2,14,0,17,0,0,1328
1777,275,1,0,0,0,1,0,0,1328
1778,275,1,0,0,0,1,0,0,1329
1779,275,1,0,1,0,2,0,0,1329
1780,275,1,0,2,0,3,0,0,1330
1781,275,1,0,3,0,4,0,0,1330
1782,275,1,4,0,0,5,0,0,1331
1783,276,1,0,0,0,1,0,0,1331
1784,276,1,0,0,0,1,0,0,1334
1785,276,1,0,1,0,2,0,0,1333
1786,276,1,0,2,0,3,0,0,1334
1787,277,1,0,0,0,1,0,0,1334
1788,277,1,0,0,0,1,0,0,1336
1789,278,1,0,0,0,1,0,0,1336
1790,278,1,0,0,0,1,0,0,1336
1791,278,1,1,0,0,2,0,0,1336
1792,278,1,0,2,0,3,0,0,1344
1793,278,1,0,3,0,4,0,0,1344
1794,278,1,0,4,0,5,0,0,1345
1795,278,1,0,5,0,6,0,0,1344
1796,278,1,0,6,0,7,0,0,1346
1797,278,1,0,7,0,8,0,0,1346
1798,278,1,0,8,0,9,0,0,1347
1799,278,1,2,7,0,10,0,0,1347
1800,278,1,0,10,0,11,0,0,1348
1801,279,1,0,0,0,1,0,0,1348
1802,279,1,0,0,0,1,0,0,1349
1803,279,1,0,1,0,2,0,0,1349
1804,279,1,0,2,0,3,0,0,1351
1805,279,1,0,3,0,4,0,0,1350
1806,279,1,0,4,0,5,0,0,1351
1807,279,1,1,4,0,6,0,0,1351
1808,279,1,1,5,0,7,0,0,1355
1809,279,1,1,6,0,8,0,0,1355
1810,279,1,2,6,0,9,0,0,1355
1811,280,1,0,0,0,1,0,0,1355
1812,280,1,0,0,0,1,0,0,1357
1813,280,1,0,1,0,2,0,0,1357
1814,280,1,0,2,0,3,0,0,1358
1815,280,1,2,1,0,4,0,0,1357
1816,280,1,2,2,0,5,0,0,1360
1817,280,1,2,3,0,6,0,0,1360
1818,280,1,3,3,0,7,0,0,1361
1819,280,1,4,3,0,8,0,0,1361
1820,280,1,4,4,0,9,0,0,1362
1821,280,1,4,5,0,10,0,0,1362
1822,280,1,4,6,0,11,0,0,1363
1823,281,1,0,0,0,1,0,0,1363
1824,281,1,0,0,0,1,0,0,1368
1825,281,1,1,0,0,2,0,0,1366
1826,281,1,1,1,0,3,0,0,1367
1827,281,1,2,1,0,4,0,0,1367
1828,281,1,0,4,0,5,0,0,1369
1829,281,1,0,5,0,6,0,0,1369
1830,281,1,0,6,0,7,0,0,1369
1831,282,1,0,0,0,1,0,0,1369
1832,282,1,0,0,0,1,0,0,1372
1833,282,1,0,1,0,2,0,0,1372
1834,282,1,0,2,0,3,0,0,1373
1835,282,1,0,3,0,4,0,0,1372
1836,282,1,2,2,0,5,0,0,1374
1837,282,1,3,2,0,6,0,0,1374
1838,282,1,0,6,0,7,0,0,1375
1839,282,1,3,4,0,8,0,0,1375
1840,282,1,0,8,0,9,0,0,1378
1841,282,1,0,9,0,10,0,0,1378
1842,282,1,0,10,0,11,0,0,1379
1843,282,1,0,11,0,12,0,0,1379
1844,282,1,0,12,0,13,0,0,1381
1845,282,1,0,13,0,14,0,0,1380
1846,282,1,3,11,0,15,0,0,1381
1847,283,1,0,0,0,1,0,0,1381
1848,283,1,0,0,0,1,0,0,1384
1849,283,0,0,0,1,1,0,0,1384
1850,283,0,0,0,1,1,0,0,1383
1851,283,1,2,1,0,4,0,0,1383
1852,283,1,2,2,0,5,0,0,1385
1853,283,1,2,3,0,6,0,0,1385
1854,283,1,1,5,0,7,0,0,1386
1855,283,1,2,5,0,8,0,0,1385
1856,283,1,0,8,0,9,0,0,1391
1857,283,1,0,9,0,10,0,0,1391
1858,283,1,0,10,0,11,0,0,1392
1859,283,1,7,4,0,12,0,0,1392
1860,283,1,7,5,0,13,0,0,1393
1861,284,1,0,0,0,1,0,0,1393
1862,284,1,0,0,0,1,0,0,1394
1863,284,1,1,0,0,2,0,0,1394
1864,284,1,1,1,0,3,0,0,1397
1865,284,1,2,1,0,4,0,0,1396
1866,284,1,2,2,0,5,0,0,1397
1867,285,1,0,0,0,1,0,0,1397
1868,285,1,0,0,0,1,0,0,1399
1869,285,1,0,1,0,2,0,0,1399
1870,285,1,0,2,0,3,0,0,1399
1871,286,1,0,0,0,1,0,0,1399
1872,286,1,0,0,0,1,0,0,1403
1873,287,1,0,0,0,1,0,0,1403
1874,287,1,0,0,0,1,0,0,1404
1875,287,1,1,0,0,2,0,0,1400
1876,287,1,2,0,0,3,0,0,1402
1877,288,1,0,0,0,1,0,0,1402
1878,288,1,0,0,0,1,0,0,1403
1879,289,1,0,0,0,1,0,0,1403
1880,289,1,0,0,0,1,0,0,1405
1881,289,1,0,1,0,2,0,0,1405
1882,289,1,1,1,0,3,0,0,1406
1883,289,1,1,2,0,4,0,0,1406
1884,289,1,0,4,0,5,0,0,1408
1885,289,1,0,5,0,6,0,0,1407
1886,289,1,0,6,0,7,0,0,1408
1887,289,1,0,7,0,8,0,0,1408
1888,289,1,0,8,0,9,0,0,1413
1889,290,1,0,0,0,1,0,0,1413
1890,290,1,0,0,0,1,0,0,1413
1891,290,1,1,0,0,2,0,0,1413
1892,290,1,0,2,0,3,0,0,1415
1893,290,1,1,2,0,4,0,0,1415
1894,290,1,0,4,0,5,0,0,1416
1895,290,1,0,5,0,6,0,0,1415
1896,290,1,0,6,0,7,0,0,1418
1897,290,1,0,7,0,8,0,0,1418
1898,290,1,0,8,0,9,0,0,1419
1899,290,1,2,7,0,10,0,0,1419
1900,290,1,0,10,0,11,0,0,1419
1901,291,1,0,0,0,1,0,0,1419
1902,291,1,0,0,0,1,0,0,1420
1903,291,1,0,1,0,2,0,0,1420
